modelId,rating,ratingDate,review,reviewId
CEN74,4,08/09/2017, Order dealt with promptly and efficiently. Product up to the expected Adidas standard of excellence. Preferred the wider tongue of earlier Supernova shoes but still comfortable and new sole pattern an improvement.,91817986
CEN74,4,08/07/2017,Really a good purchase I like the product...exactly same as shown on ad...,91634339
CEN74,4,08/07/2017,Most comfortable sneaker ever! Love the support... not crazy about tight it fits.,91631030
CEN74,5,08/07/2017,"Great service and excellent product Most comfortable pair of training shoes I own, will definitely be back for another pair.",91629194
CEN74,5,08/07/2017,"Most comfortable trainers ever. Really pleased with my purchase,smart looking for casual wear,unbelievably comfortable. I am a size 11,however needed an 11.5. Thanks",91629139
CEN74,1,08/03/2017,Shoe is worn down on heel after 50 miles Shoe is not durable like previous models. I will probably return shoe,91518029
CEN74,5,08/03/2017,Pretty good for running. In fairly good quality and good for protecting your knees.,91516704
CEN74,5,08/02/2017,Very comfortable shoes All around great shoes... Addes a lot of bounce into your step...,91463416
CEN74,5,07/31/2017,Good investment This shoes turn into a good equipment for my running sessions,91326173
CEN74,5,07/31/2017," Light, comfortable, a joy to run in. Wear everyday",91323609
CEN74,4,07/26/2017,"Nike Airmax Good Looking and comfort is good, need abit more improment in quality",91129798
CEN74,5,07/24/2017,"Best running shoes for supination So, I have flat feet and these shoes are the perfect match for my needs. When I run the outside of my foot lands first, and this leads to getting really fast shin splints for me. I did some research and I concluded that these were prob the best shoes out there for my kind of foot. I'm not the type to write reviews, but man not even a week in and my shin splints are already to a minimum. There's only one downside about the shoe, but I believe that it's outweighed by all the pros: breaking in the shoes was the worst on my shins I could barely walk after the first time I ran in them. But if you need a shoe that helps with supination then I believe that's a small obstacle that's easily overcome within a week. Also, I know that you should always buy bigger running shoes than normal shoes, but in my experience these adidas shoes scale a bit bigger than normal running shoes. I got the 10.5 even though my normal shoe size is 10, but they were a perfect fit",91010633
CEN74,3,07/23/2017,"Great looking shoe, just need to send back and get a 1/2 size bigger These shoes run small. I ordered an 11 which is the same size as the ultra boost I ordered previously. I was looking for more of an everyday shoe with the supernovas but will have to return given that my toe is at the end of the shoe and is getting rubbed the wrong way.",90987409
CEN74,5,07/22/2017,Love them ... very cushy. Love them ... very cushy and comfortable.  Nice to find shoes in a size 15 for a reasonable price!,90915949
CEN74,3,07/22/2017, soft but a little bit narrow. I have change the size of that.,90897436
CEN74,4,07/21/2017,"Very good value for money Stylish, comfortable and affordable. Can be worn at the gym or in a social context.",90707372
CEN74,5,07/19/2017,"Spent a while researching and came up with the Supernova, very pleased. Comfortable, will be buying another pair, worth the money !!",90648966
CEN74,4,07/18/2017,"Awesome!!highly recommended.. Honestly I love the boost in this shoe..nice runners, very light and comfortable!",90586856
CEN74,5,07/15/2017,Will get refund and order another pair Most comfortable shoes ever but had a fault and the adidas stripes came apart from the shoe,90474098
CEN74,1,07/14/2017,"Taken a step back Complete overhaul on the 8s and not in a good way. These are now best suited as walking shoes, too soft and unstable for the long haul running that the previous generations were VERY good at. The imbalance is largely due to too much boost, a new cage/heel cup and a change to the continental rubber which seems less durable. If you can find previous models in your size, I'd recommend those instead. Real shame.",90448215
CEN74,5,07/14/2017,Adidas have nailed it with these shoes! Perfect balance of cushioning and support. These are the best all-round shoes that I have worn in a running carrier of over 40 years!,90440317
CEN74,4,07/13/2017,Comfortable shoe but 1/2 size bigger size needed It's a comfy shoe with good bounce and support but it's slightly too small. I am a size 9 and I will need a 9.5,90410795
CEN74,5,07/12/2017,I'll do the same choice ! A perfect choice (boost system is amazing) for a new running season,90113098
CEN74,5,07/07/2017,"Comfortable shoe, impressive performance. Comfortable fit, especially on heel and tie box, which allows toes to breathe on runs in hot weather. Responsive sole which works very well st faster paced.",89873457
CEN74,5,07/06/2017,Great - but order half size up I'm normally a size 9. These however were too narrow. The size 9.5 were perfect :),89820990
CEN74,4,07/05/2017,Buy these! Amazingly comfortable trainer! I've used them on some 40 mile runs and the cushioning has been a god send. Only thing they could improve is the soles having a longer lifespan.,89786215
CEN74,4,07/04/2017,"Worth every penny!! Great shoes, comfort is amazing only downside is 1/2inch smaller",89698018
CEN74,5,07/03/2017,"very satisfied these shoes are just what I needed for longer slow runs. Very soft and supportive. The shoes turned up within a few days of ordering,which is good as I live in Bundaberg.",89650631
CEN74,5,07/01/2017,"Best running shoes, hands down Great cushion for long runs, three strip for life.",89586102
CEN74,4,07/01/2017,"Promising first long run. Only had them for a few days. Did a first 14 mile run in them today. Felt great. The 'build' quality isn't great in terms of symmetry, but feel well made. Again too early to say about durability.",89553179
CEN74,5,06/29/2017,Best trainers I have purchased in years. The fit of this trainer is perfect very comfortable well made and so far proving to be durable.,89434971
CEN74,5,06/29/2017,Best running shoes ever Did my half marathon two days ago in these....absolutely amazing!!!,89381652
CEN74,4,06/28/2017, Comfortable for long runs. Bit tight but break in quickly,89286125
CEN74,4,06/28/2017,"Great for running Comfortable sole for running, ordered a size larger knowing you need that extra room for running shoes.",89284960
CEN74,5,06/28/2017,"Stylish and productive wear cool, perfect fit, sweat resistance, gives that extra comfort when running",89284468
CEN74,4,06/28/2017,"Top shoe Super comfortable, light, well cushioned. My number one shoe.",89282934
CEN74,1,06/27/2017,"Disappointing I have the previous version (Supernova Glide 8) of this shoe so I had high expectations for this newer version. I was excited to get these in the mail however once I put them on, I was extremely disappointed. The midsection of this shoe is extremely constricting. The stitching connecting the tongue to the upper in the inside of the shoe is too thick and puts a lot of pressure on top of my foot. This makes it feel like an object is stuck between my sock and the shoe. I have readjusted the laces but it is still uncomfortable.

I will be returning these shoes ASAP.",89276104
CEN74,5,06/27/2017, Very comfortable shoes! They fit a little smaller than other adidas that I've bought.,89244130
CEN74,5,06/27/2017,"Great, snug fit - very happy with ride too. I had read that these fit slightly small, so I ordered 1 whole size bigger and the fit was great. I have a wide fitting, but the toe box was fine in the larger size.

They have great cushioning and a bounce when you run. Very comfortable for short and medium distances",89215188
CEN74,5,06/26/2017,"Excellent choice of running! Excellent choice of running shoes, they look great, and it's very comfortable and light! 
Fit perfectly, strongly recommend!",89206794
CEN74,3,06/15/2017,Not the best sneaker for me They make my feet hurt especially on the other edge of the left foot,88704082
CEN74,5,06/15/2017,cushiony and comfortable! I like how cushiony these shoes are ... very comfortable!,88693687
CEN74,4,06/15/2017,I would buy again. Excellent shoe for working in a retail environment or everyday casual use. One negative is the black color is lighter in person then what the picture shows.,88693588
CEN74,1,06/15/2017,Not a fan and wouldn't recommend these to friends Part of the sole came loose at the front. Not as comfortable as others,88693218
CEN74,1,06/15/2017," adidas has been churning out a series of bulky, extremely heavy running shoes lately. Also, I notices adidas has been focusing on style (looks) rather than functionality. At any rate, these shoes are well designed. They're pretty. But when you wear them you feel like you're wearing lead boots. This is a shoe that comes at 10 oz for size 9. That's heavy! I wear size 11.5, so you do the math. There are other options on the market of shoes that are much lighter and are also durable. I am sorry to have to say this but adidas made a mistake in producing these shoes.",88692843
CEN74,4,06/15/2017,"Not the best shoe for me running wise. Not the shoe just doesn't fit for my foot. I prefer the Pureboost ZG running shoe as it provides more cushion Light, comfortable, and durable running shoe. Good value.",88690882
CEN74,5,06/14/2017,"Best running  shoes I've owned!! Love Supernova ST !! Love this shoe! Been running since high school and best shoe ever run in! Great look,fit,comfort and stability I need. 6'6"" 215lbs. Supernova ST is my shoe ! Thanks Adidas,  keep up the great work!!",88653781
CEN74,5,06/14/2017,"Amazing! These shoes are amazing, never had such good shoes.",88652147
CEN74,5,06/13/2017,Good purchase Comfortable and fit well. They look good on feet too.,88169138
CEN74,3,06/04/2017,"Comfortable, 'soft' shoe I bought these thinking they were the Glide 8 replacements. Unfortunately not as responsive as the Glide 8s. Maybe they weren't Glide 8 replacements...
Hoping Adidas will bring back the Supernova Glide 8s.",87767805
CEN74,5,05/26/2017,"Comfortable, quality and look great! Bought these to replace my 2 year old boost 1's. They have not disappointed, very comfortable, great support and look amazing. Size is true too, love the colour as well.",87047444
CEN74,4,05/25/2017,"Good shoes, worried they will wear out quickly Shoes are very comfortable, fit well, and look nice. My only concern is that the black rubber sole is very thin and is already starting to wear down after wearing the shoes for only two weeks. I don't think these will last long.",87040050
CEN74,5,05/25/2017, For the look and comfort ..........................,87010150
CEN74,3,05/23/2017," Nice looking shoes, very comfortable, the quality is there without any double. But way too narrow, don't fit well, have to get them returned.",86878587
CEN74,5,05/21/2017,"One word (awesome) It adidas,the best,there will never be anything like the adidas",86734612
CEN74,5,05/14/2017,So so comfortable Best Buy I have got in a long time and I think that you can not spend enough on good foot ware when looking after your feet I have always bought addias from an early age and I always will they never really lose there shape and you definitely get your money's worth for what you pay considering the price of some other running shoes that are on the market,86471135
CEN74,1,05/12/2017,"Makes me rethink my allegiance to the brand If like me, you loved the flawless Glide 8, you will be immensely disappointed with this lousy successor. This shoe is a total departure and abandons everything that made the Glide 8 such a great running shoe. Plus, it's simply not comfortable. Why did you ruin a good thing, adidas?",86435821
CEN74,5,05/11/2017,Nice pair of trainers. Comfortable. Nice pair of trainers. Comfortable. Unfortunately a bit too big to me - they didn't have my size so I risked a size larger as some people had said other Adidas trainers can be on the snug side.,86392566
CEN74,5,05/10/2017,Reasonable price after discount Very light and comfortable with excellent cushioning,86319780
CEN74,5,05/04/2017, overall design is good and it is very comfortable shoes,86085446
CEN74,5,04/30/2017,"Great shoe My first pair of sneakers with the boost technology. Light, comfortable and east wearing. Would buy another pair for sure!",85906040
CEN74,5,04/29/2017,"Will definitely buy Adidas again. Great fitting shoes, good looks and very comfortable and cushioning.",84941035
CEN74,2,04/29/2017,"Destruction. The Supernova Glide 6, 7 and 8 were among the greatest Adidas shoes. We had, the Ultra Boost and the Energy for confot and a lot of cushionning, the Adios and the Boston for performance and, between those, a master of polyvalence, the Glide. 
Now, it's over, you can put the Glide beside the Energy. 
It was a balance shoe, I just bought the Glide 8 with the old outsole on sale, may be I should buy another pair, cause i love those shoes. 
One of the best Adidas shoes ever have just been destroyed.",84940182
CEN74,5,04/28/2017,Very good - Comfortable shoes !!! Very comfortable and durable trainers and give great support when running. worth the money,84935410
CEN74,4,04/28/2017,Great fitting really comfortable! These sneakers fit great and are super comfortable just what I would expect from a supernova glide. The only issue is there appears to be a weak spot on both sneakers where the fabric might rip. Hopefully this isn't the case and it just looks this way. I tried to upload a picture but my review was rejected.,84904672
CEN74,5,04/27/2017,"Quality and comfort Very comfortable trainers, easy to insert foot and once itslides it just feels smooth and tight. Used them for jogging and they do wonderful job.",84860553
CEN74,4,04/26/2017, Fits perfectly and smoothly around your feet. Very breathable shoes though!,84824845
CEN74,5,04/22/2017,"The shoes look great and feel great, very satisfied. Straight out of the box and noticed they were very comfortable when running or walking.",84653067
CEN74,4,04/21/2017,Great over shirt! It's a great shirt to put on over a nice t-shirt. Would recommend,84626127
CEN74,5,04/19/2017,Very comfotable trainer Bought the trainers as they looked good in the picture and wasn't disappointed when they arrived. Very comfortable but perhaps a little narrow width wise so may be go up half a size.,84520905
CEN74,2,04/18/2017,"Disappointed Although very comfortable, the sole started to crumble into pieces only after 4 months of use. Not happy as definitely not good value for my money. Very disappointed with the quality!!",84512196
CEN74,4,04/16/2017,"Xtremely comfortable As expected very comfortable shoe for log runs or walks, grip is very good. You can just feel the energy pushing you back ever step of the way.",84421974
CEN74,5,04/15/2017,I purchase another pair This my third love running shoe for comfort and wearable,84387902
CEN74,5,04/14/2017,"Most comfortable Supernova's to date! I haven't had a chance to run in these shoes yet, but from experience with Boost shoes they will be comfortable from the first KM all the way through many many hundreds of KMs. When I first put the shoe on, and wore it around walking for a bit, the first thing I noticed was the quality of the material on the inside of the shoe. The shoe really hugs around your heel and achilles tendon very nicely. The upper material is very soft and stretchy further increasing comfort without sacrificing stability. There is more of a Boost midsole compared to previous models of this shoe and you can feel right away the added ""cloudy"" feeling within every step. I'm very excited to hit the road with these!",84351597
CEN74,4,04/13/2017, Good build quality and comfortable with cushioning to reduce impact on joints etc.,84313264
CEN74,5,04/11/2017,Great purchase. Just ran for first time and better than my old pair. Very comfy and feel really good.,84251645
CEN74,5,04/11/2017,"Impressed COMFORT This shoes is very comfortable, adidas really has impressed me ever since I bought my first pair of supernova series. However, the only question is the durability, because this is quite pricy for a running shoes.",84218897
CEN74,5,04/10/2017,"Best shoes I've ever worn so comfortable and light best for running Super comfy just moulds to my foot i love it, best for running",84185508
CEN74,4,04/08/2017, Great shoes with a wide fit and a very comfortable sole.,84093104
CEN74,5,04/06/2017,A great pair of trainers They are comfortable. Fit well and the quality is very good,83990297
CEN74,4,04/05/2017," Great looking trainer,feels very boosty ! Lots of bounce,felt tight at first but after re-lacing very snug now ,hope they are as good as my adidas adistar boost for running ? A fast 5k will tell me !!",83944942
CEN74,1,03/28/2017, For years I was a Supernova fan. But the redesign of the heel in the Supernova 8 an 9 is a failure. I got seriously irritated at my Achilles' tendon. Please go back to earlier versions!,83576321
CEN74,5,03/26/2017," Very cool shoe. However, boost height is slightly deceiving, they may fit half a size too small and are marginally narrower than the likes of the ultra boost. Ultimately, very happy with my purchase, would recommend to anyone.",83390548
CEN74,4,03/23/2017,Well worth the price Very comfortable trainers and give great support when running. Expensive but worth the money,83267546
CEN74,5,03/20/2017,Best purchase ever Best runners I have ever had for running on treadmill. Extremely comfortable.,83033687
CEN74,4,03/19/2017,A good marathon training shoe. The Glide 9 appears to be a complete sole re-design from the SuperNova Glide 8.  You should consider the Glide 8 to be the last of its line and the 9 to be a completely different model.  I have trained for and ran 6 marathons in the SuperNova Glide 2 through 7.  After only a couple of winter runs it is too early to tell how this shoe will compare.,83025165
CEN74,5,03/17/2017,"Very good running shoe A very well made, lightweight running shoe with excellent cushioning for the heel of the foot.",82933132
CEN74,4,03/17/2017,"Very good buy! Very please with my SuperNova running shoes. They look great , fairly lightweight but give plenty of support. Only negative would be that the Adidas size guides seem a little conservative. I ordered 10's but had to send them back and get 10.5's. Also they are a little narrow but now loosening up.",82931915
CEN74,5,03/15/2017, Very pleased good quality and fit and stake good style,82875590
CEN74,5,03/15/2017,"New favourite product Supremely comfortable, great styling and a great price",82860624
CEN74,1,03/11/2017,"Will never buy shoes on-line again. Shoes were to small, to tight, as I thought, buying shoes online is too risky.",82709390
CEN74,5,03/09/2017,"Excellent shoes for running. recommend them. I have had an older version of these shoes, the new design is even better. They are stable, plenty of support and cushioning for long distance running. I have trouble finding shoes that fit. This rap around my foot so they do not slip but leave enough room around the toe without being sloppy. From the first run these have been great.",82618731
CEN74,5,03/08/2017,"Great Fit, No break in needed. Running the LA Marathon in a few weeks, and had to change my shoes out.  I know crazy!  These shoes made my feet feel like I was running on air.",82579231
CEN74,5,02/25/2017,"Would recommend to all adidas lovers excellent for running, extremely comfortable with a nice cushion on impact.",82100674
CEN74,2,02/23/2017,Really miss previous versions Loved the previous versions Supernova Glide - been wearing them since they were released (version 7 was my favorite). This new version feels too heavy and lost the responsiveness I loved. Will be returning these shoes and sadly need to look for another shoe. Frustrating when shoe companies change an already very good shoe to something completely different.,82031383
CEN74,5,02/22/2017,"Believe or not I'm walking on air haha Not my most expensive shoe purchase ever, but it is my best purchase ever. No other shoes compares when it comes to comfort. Boost + Torsion + Continental rubber you can't go wrong. At just $130 great price. You won't regret it buying them.",81970960
CEN74,5,02/18/2017,Very good running trainer Good running shoe good spring in the sole for calf protection not quite a marathon trainer but good style and all round run performance,81744965
CEN74,2,02/18/2017,"Disappointing successor to the Glide 8 I have to agree with the other reviewers which have pointed out how the Glide 8 was so much better. This has nothing of the responsiveness of the previous model, it's just too mushy and soft, and the tongue is too long and won't stay in place.

Why change what was pretty much a perfect shoe for the worse?",81736765
CEN74,4,02/18/2017,"narrow! quit making shoes so narrow! the sole is wider than my other adidas running shoes but ends there. tongue doesn't stay in place. I love adidas shoes but  they won't address people with wide feet. I'm 5'10"" and 195lbs.",81729131
CEN74,3,02/16/2017,"Decent shoe. This is not the Glide Boost I know. The end of an era. Adidas finally changed this shoe...a lot. And in this case it's not an improvement. There's nothing inherently wrong with the new Supernova, but it holds almost nothing in common with the previous versions. The Glide Boost has been my favorite distance running shoe since it was introduced a few years back. The previous versions 2013-2016 were the absolute perfect blend of well cushioned trainer and excellent feel. This current version of the Supernova has lost all of snapiness. What's left feels like a maximal plush ride for moderate to slow pace. The sizing is also strange. I feel like the shoe has gotten shorter and more narrow than the previous versions. I had to go up half a size which only added to the already bulky feel. The bottom line is that the Supernova might be a solid shoe for someone with no history with this model, but in my opinion it is inferior in all the ways that matter to the previous versions. I suppose I better start stocking up on old inventory. I can't stress how disappointing it is to lose the niche this model filled.",81662202
CEN74,3,02/14/2017,"Good shoe, but step back from the Glide 8 These are a step back from the Glide 7 & 8. The upper is more constrictive with more pressure points, and the cushioning is now too soft and nowhere near as responsive as the last models. Overall a decent shoe, but I wish Adidas would have left a good thing alone.",81609359
CEN74,4,02/14/2017,"Well cushioned and extremely comfortable ride. The product is quite simply one of the best boost based products out there. From previously using the cushioned response 22 shoe, this is probably the next best thing. However, there is the need to order a half a shoe size up as the Adidas fit is smaller than most other manufactures out there.",81600908
CEN74,2,02/12/2017,"100km down and time for a replacement If you are buying this due to how good the Glide 8 was, I'd go elsewhere. There are a number of changes over the Glide 8, the tongue and sole are quite different and sadly not in a good way. 

The new eyelet design results in either a failure to be able to get it comfortably tied or a tongue that will slip during running. 

The sole is now so soft it feels as if it has lost the responsiveness of the previous version. It is ok for a lazy Sunday run, but at pace it feels like a drag that adds to the work. This softness will also increase calf strain, which may lead to calf pain. 

On the plus side the new sole is very grippy and durable. 

At this stage this shoe is being retired to my lazy short runs and I'm picking another shoe for those beyond 5km or those where I want a faster pace.",81505470
CEN74,5,02/10/2017,"I think I've found my ""Go To"" running shoe! I tend to have wide feet, but these shoes fit perfect. Even though they're a neutral shoe it is very stable and the cushioning is awesome. I bought the Collegiate Navy color which online look black, but in person you can see the blue which I really like.",81476024
CEN74,5,02/08/2017,"Great purchase would buy again. Great pair of running trainers, very comfortable and great fit for the netural runner would highly recommend.",81052997
CEN74,5,02/07/2017,"So comfortable and great to wear. Extremely comfortable pair of shoes, excellent to run in and the styling is great too. Don't know how durable they will be or how long they will last as I haven't had them for very long for now I think they're excellent.",80946875
CEN74,1,02/07/2017,"I wonder if in need to try something else. I don't the material used in the toe box. This started with the glide 8 and now the glide 9. It's a real step backward from the glide 7. My foot just does not feel locked in while wearing this new design. It seems to slide around like it needs more support. I have to over tighten the laces to make up for that, which makes the shoe less comfortable. That's a real bummer because I absolutely loved the glide 7.",80913429
CEN74,5,02/05/2017,The best shoe a person can get actually I bought it just today and I found out that this shoe is the best show I've ever had I recommend it to everybody because it's just great comfortable and just the best shoe ever,80860778
CEN74,5,02/02/2017,"For me, these shoes are the best I have worn. I have worn Adidas shoes for many years now, I have to keep reasonably fit by walking about 6 to 8 Kms about 4 to 5 times a week mostly up hills, I cant run due to a problem in my lower back which I injured when I was working and when I retired I was diagnosed with type 2 diabetes, thats why I have to keep reasonably fit. I have found for myself that these Adidas running shoes have got the best grip in the dry a little slippery when its wet bitumen, great comfort I was surprised with, thank you.",80734755
CEN74,4,02/01/2017,Great shoe Great fit very comfortable grips very well and looks great,80678943
CEN74,4,01/24/2017,You can't beat adidas trainers A real boost when running - my old running shoes had worn out.   I love the design.,79894502
CEN74,5,01/24/2017,"Great running shoe Great running shoe, really helped improve my performance when running.",79882715
CEN74,4,01/18/2017,"Not quite the Glide 8 but still good for putting in the miles I haven't got on board with these quite as much as I did with the Glide 7 and 8. They seem a little tighter around the middle and top of the shoe, and the ride is a little more clumpy. 200 miles in and I've have worn them in somewhat now so they don't feel as constricting, and they're still a good reliable shoe for putting in lots of mileage during training. But maybe be aware of the fit if you haven't got the narrowest feet.",78861675
CEN74,1,01/11/2017,"unbearable I finally worn out my second pair of supernova 7's and fancied an upgrade to the new supernova 9. Felt fine when I tried them on, but after a few miles running in them, I was feeling a discomfort under both my feet arches. Whilst there is huge amounts of cushioning, this was far too soft and resulted in my foot hitting the harder mid cushioning layer. felt like stepping on a stone every time I ran. I cannot run in these shoes, they are too painful. the old supernovas were great - i would recommend them to any neutral runner. the newest design is oh so terrible. £100 wasted.",78355856
CEN74,1,01/06/2017,"Terrible update, nothing like previous version. This is a terrible update of my favorite trainer. It is basically a completely different shoe from the Glide 8. The new version feels clunky. They added about a half inch of stack height to the shoe for some reason. The tongue is ridiculously long and does not stay in place. It slides way over to the inside of the shoe. I went through 9 pairs of the Glide over the past three years and loved them. Now Adidas doesn't have a normal daily trainer in their lineup, so unfortunately I will have to look at other brands.",78094521
CEN74,5,01/02/2017,Really good stylish design for a nuetral runner. Great option comparable to the more expensive energy boost 3.,77772191
CEN74,5,12/29/2016,"Great running trainers!! So smooth to run in, great response!! I would recommend for tall large runners.",77614176
CEN74,5,12/29/2016,"Very pleased with purchase. Thinking of buying a spare pair. They look stylish and feel comfortable. Performed well on recovery, high intensity and long runs.",77612188
CEN74,5,12/21/2016," A good looking shoe, that is comfortable and light.",77165097
CEN74,4,12/13/2016,"pretty good running shoe very comfy its very comfy and stable, but pretty narrow. Should make in more colors.",76832103
CEN74,1,12/10/2016,"Huge Step Down from the Supernova Glide 8 Wow I really did not like this shoe. Going back a shoe generation, the Supernova Glide 8 is my all-time favorite running shoe. In my opinion, it has an ideal balance of cushion and weight and makes running an absolute pleasure over almost any surface. That’s why I was so excited to try these new shoes, the Adidas Supernova (ordered directly from Adidas). The promise of 20% more cushion with only a .1 ounce weight gain coupled with slightly better heel lockdown was extremely intriguing and I couldn’t wait to try them out. Unfortunately, instead of having an even better experience than the one I had with the Glide 8, I had the WORST experience I’ve ever had with running shoes, and I’ve worn quite a few! First, the mid-section of the shoe is so tight that I felt like the blood flow had cut off in my feet. Let me just say, I’m 5’8, weigh 150, and I most certainly do NOT have wide feet. If anything, they’re on the narrow side. As a size 11, the length of the shoe was fine, but the mid-section was absolutely constricting. Second, on the left shoe, the top left Adidas stripe on the shoe was connected to a border material that was literally pushing into my foot when I ran. It felt like someone was jamming their finger into my foot. My immediate reaction was to redo/loosen the laces on the shoe and to adjust the shoe generally, but to no avail. It was such an unpleasant experience that I had to stop a half mile into my run because the shoes were hurting my feet so much. Even more than I am disappointed, I’m baffled that a shoe company like Adidas could create something so great with the Glide 8 and could turn around and design something as poor as this. Adidas, did you not test these extensively before release? Could this be a quality/control issue in manufacturing? Suffice it to say I will be sending these back. If there’s a silver lining, it’s that I did not toss my Supernova Glide 8’s (phew!) and will be very happily returning to them tomorrow morning.",76633987
CEN74,5,12/02/2016,really good running shoe Good running shoe...the mesh is too tight. not enough colors. good stability.,76191642
CEN75,5,12/21/2017,Great shoe The slightly wider toe box is welcome as I have wider feet. Sadly the sole wears out MUCH faster than its predecessor with the change in sole design.. I've received compliments on how it looks though! Love the little pop of classic red on the tongue. When first started wearing it tended to cut into the back of my ankle but has since stopped doing so.,98355451
CEN75,5,12/21/2017,Run big These run at least a half size too big. My daughter was happy about that because she ended up with them. I ordered in a smaller size and am very happy with them. I run about 4 miles a day and they have been great so far.,98345893
CEN75,5,12/19/2017, It’s very comfortable and I went for a run the day I received these. Didn’t get one blister. I normally get blisters wearing any new shoes. Highly recommended.,98265424
CEN75,5,12/19/2017," Great deal and savings, perfect fit, nice running shoe",98265317
CEN75,4,12/11/2017,"Love the extra bounce and comfort on every step Very comfortable and good cushion on running. The thickness of base gives a good support and extra boost on running. Just a tad smaller fit than my usual shoes, so I ordered half size bigger than my normal size. Only tried wearing it once but am very happy with the product.",98034743
CEN75,2,12/11/2017,Knew right away it wasn't for me. Purchased my normal size and width.  Knew when I was struggling to get them on that it wasn't going to fit me.  Very large and very narrow.  I gave up on Adidas years ago and wanted to try them again.  Will stick with other brands due to consistent sizing and comfort.,98034392
CEN75,1,12/07/2017, I was not happy with this order and I am planning to return it. It was nothing like what I expected from the website.,97901150
CEN75,5,12/06/2017, Pretty decent trainer. Quite comfortable to run in.,97869213
CEN75,4,12/05/2017, Remain very comfortable on long runs and look nice,97839470
CEN75,5,12/05/2017,Really grippy shoes Love these for training! Lots of grip and super comfortable! Also very stable,97832590
CEN75,5,12/04/2017,Great shoe I bought these as a gift for my wife and she loves them. She has been wearing them daily and commented on the style and comfort.,97801561
CEN75,5,12/04/2017,Ultra comfort Such a well thought out comfortable pair of trainers. Excellent cushion and rebound. Very light too!,97774244
CEN75,4,12/03/2017,"Good comfortable trainers I suffer from plantar fasciitis and these trainers are great for supporting my heel yet comfortable on the arch. The size is good if a little tight across the top so I lace them rather loosely. As I don’t use them for actually running, my feet get cold at the toes due to the mesh material. And I wish there was a wider colour choice as I wanted a lighter colour, ideally white. But I am pleased with the purchase and would recommend.",97741883
CEN75,4,11/26/2017,Good shoes. Slight rubbing on the top of one foot which may improve with breaking them in Good cushioning and support. Love the colour. Just what I wanted.,97504279
CEN75,5,11/21/2017,"A Bunion'd Runner's Best Friend I've got hallux rigidus, and it's very tough to find shoes that will accommodate a wide forefoot and a dorsal bunion. This shoe does, and very comfortably. With no flex in my right big toe, I overpronate wildly; this shoe gives me a bit of stability without forcing me into an unnatural gate. I've had no foot or ankle issues since I started wearing them in May, and I'm retiring them for a new pair after a November marathon. One caution: these run BIG. Instead of going up a half-size, as I've long done for running shoes, I wear the same size in this Supernova model as I do in street shoes.",97360917
CEN75,4,11/19/2017,"good fit and comfy I like these and they are comfortable, much more than the shoes I had supposedly for long hours on your feet. Although I do have to say I like the Alphabounce just a smidge better!",97292728
CEN75,5,11/19/2017,Second pair of this brand from adidas. Will buy a third pair. I have found it difficult to find a shoe that gives adequate support when running. This show ticks all the boxes,97291347
CEN75,5,11/16/2017,A great alternative to my Ultra Boost for “wet” running. Gives stability on wet slippery pavements. An excellent alternative to my Ultra Boost trainers. Perfect for neutral runners.,97220726
CEN75,5,11/09/2017,Great running trainers Trainer have plenty of cushioning which assists when running.,96918238
CEN75,4,11/03/2017,One of the most comfortable I ever owned Didn't want to believe the Boost hype but now I can say Boost is life.,96411890
CEN75,5,10/25/2017,Great trainers. Can really tell that they offer good support. Very comfortable. Fit perfectly. Great to workout in.,94820016
CEN75,4,10/23/2017,"good product good value for money Good price, comfortable running shoe that can also by worn casually",94586905
CEN75,4,10/21/2017,Love them Comfortable and supportive shoe. Love them and haven’t stopped wearing them,94560800
CEN75,5,10/13/2017,"Only shoe that fits I've been running in SuperNovas for almost 5 years. I run between 15-25 miles a week. I were a size 12 women's and these are the only shoe Tahoe fits with a wide toe box. Addidas, please don't ever change the fit of this shoe. Even your other shoes in this size press against my toe.",94330579
CEN75,5,10/13/2017,The most comfortable trainers I have ever worn. These trainers are exactly as described. They fit perfectly and support the feet whilst putting a real spring in my step.,94322628
CEN75,5,10/09/2017, Perfect for walking and excellent quality. Would recommend to anyone,94138458
CEN75,5,10/07/2017,Fantastic shoe I always run in these. These feel better than the last model,94029199
CEN75,5,10/06/2017,So comfortable I was surprised by how comfortable these runners are!,94008575
CEN75,5,10/04/2017,Comfortable shoes Great and comfortable shoes. Half size down than usual.,93934138
CEN75,5,10/02/2017,"Love these shoes! The color, quality and attention to detail are outstanding.  This is my first pair of Boost shoes and definitely not my last.",93772693
CEN75,4,09/28/2017," Love the color, the overall fit is great. 
Different style than other addidas I'm used to wearing but for comfort and helping with my plantar faciatis they are great!",93667833
CEN75,5,09/26/2017,Very comfortable running shoes Firm ankle support from these shoes. The base of the shoe provides comfort and support with a non slip sole. Excellent pair of running shoes.,93575637
CEN75,1,09/24/2017," I bought this pair of shoes for everyday wear. On the 65th day It torn. It is very unpleasant that the model, designed for running, turned out to be so unreliable and not durable. Іt seems I have bought a defective pair of shoes, because it's really hard to explain why shoes for running is so bad for a daily walking. And it is very pity, that the ""Adidas"" shop's stopped selling quality products.",93515995
CEN75,5,09/22/2017,These are amazing! These are so comfortable and so much better than any runners I've ever had!,93453413
